Q,A,label
팀장님을 좋아하게 됐는데 고백하면 안되겠지.,서로의 마음에 확신이 들 때 고백하세요.,2
팔베개하고 자다가 팔 저린데 말해야겠지?,손잡고 주무세요.,2
패턴 궁금해,직접 물어보세요.,2
패턴 아는데 풀어봐도 될까?,궁금하다고 보고 싶다고 먼저 말해보는 게 좋을 거 같아요.,2
편해지는게 당연한데 속상해.,설렘은 언제고 사라집니다.,2
풋풋한 사랑 하고 싶어.,설렘이 그리운가봐요.,2
프로포즈 곧 받을 거 같은데,김칫국물은 미리 마시는게 아니에요.,2
프로포즈 받았어,축하해요.,2
프로포즈할때 영상편지도 주려고,감동적인 선물이 될 거 같아요.,2
플라토닉 연애 어때?,가능한 거 같아요.,2
하고 많은 사람 중에 왜 나야?,당신이니까요.,2
하루 종일 같이 있고 싶어,서로 떨어져서 그리워할 시간을 적당히 만들어주는 게 관계를 더 깊게 만들어 주기도 할 거예요.,2
하루 종일 붙어 있고 싶어,뭐든 함께하려는 것도 좋겠지만 오래 붙어잇는다고 해서 사랑이 더 커지거나 깊어지지 않아요.,2
하루 종일 연락하면 썸?,귀찮아서 친구랑 하루 종일 연락 안해요.,2
하루종일 썸남 생각만 해. 괜찮을까?,그것 또한 감정의 일부니까요.,2
하우스푸어될듯,열심히 갚아 나가세요.,2
학교 짝이랑 썸 타는데,짝이라 더 좋겠네요.,2
학교샘 좋아하는 사람 있나?,존경의 의미라고 생각하세요.,2
학교에 심남 있는데 연락해볼까?,호감을 어느 정도 표현해보는 것도 좋을 것 같아요.,2
학교에 좋아하는 여자애의 관심을 어떻게 끌지?,우선 자신이 멋진 사람이 되어 보세요.,2
학교에 좋아하는 오빠한테 어떻게 다가갈까?,과제나 상담을 핑계로 다가가는 건 어떨까요.,2
학생일 때 썸 괜찮을까,지금은 지나면 돌아오지 않아요.,2
학원 다른반에 좋아하는 사람이 있는데 번호를 알고 싶은데 방법 좀 알려주세요.,직접 물어보거나 친구를 통해서 알아내보세요.,2
학원 선생님을 좋아하는데 티내면 안되겠지.,티 내도 귀여울 것 같아요.,2
학원에 좋아하는 남자애가 생겼어요.,물어볼 거 있다고 하면서 개인적으로 말해보세요.,2
학원에 좋아하는 여자애가 있는데 말 거는 방법 좀.,음료수라도 전하면서 대화를 나눠봐요.,2
한 눈에 반했어. 그녀한테 좋아한다고 해도 될까.,아직 이를 지도 몰라요. 천천히 다가가세요.,2
한 사람만 죽을 때까지 사랑하는 게 가능할까?,그러기 힘들어서 결혼이라는 제도를 만든 걸 수도 있어요.,2
한 사람만 죽을 때까지 사랑할 수 있을까?,가능해요!,2
한 사람을 오랫동안 좋아하는게 신기하대.,쉬운 일은 아니에요.,2
한쪽만 호감이면,짝사랑입니다.,2
한폭의 그림 같은 우리,멋지네요.,2
항상 내편이 생겨서 좋아,내 편이 생긴다는 자체가 행복하죠.,2
항상 여친 집 데려다줘?,시간과 돈이 가능하면요.,2
해외여행하다 숙소에서 만난 외국인이 너무 좋은데 이 연애 무리일까?,사랑에 국경은 없어요.,2
헤어졌는데도 좋아하는거 별로임?,헤어지면 남이죠.,2
헤어졌다가 다시 연애하는데 잘 사귈 수 있을까?,이별 후 재회는 더 조심스러울 거예요.,2
헤어지고 나서 알았어 사랑했다는 걸,진정한 사랑이라고 생각한다면 다시 연락해보세요.,2
헤어지고 얼마 안됐는데 썸타는 거 가능?,썸 정도는 언제 타든 상관 없는 거 같아요.,2
헤어진 남친이랑 다시 썸타기,다시 썸부터 시작해도 좋을 것 같아요.,2
헤어진 여자친구랑 썸부터 시작할 수 있을까,완전히 똑같은 시작은 힘들겠지요.,2
헬스장에서 인사하는 사람 맘에 드는데 번호 달라고 할까?,말씀해보세요.,2
헬스장에서 자주 보는 여자가 보고싶어,한 번 말을 걸어보세요.,2
헷갈리는데 유지하는 게 좋을까,좋아하면 유지하게 되겠지요.,2
현실적 문제로 연애 포기해야할듯,잠시 쉬어도 괜찮아요.,2
혈액형이 성격이랑 무슨 상관이지,상관 없는 거 같아요.,2
호감을 표현하는 방법,취미와 성향 등이 같음을 어필해보세요.,2
혼인신고 아직 안 했는데 이혼해도 될까,결심은 빠르면 빠를수록 좋아요.,2
혼인신고 하러 왔어,법적 부부가 된 걸 축하해요!,2
혼인신고하니까 마음이 이상해,법적 부부가 된 걸 축하해요!,2
혼자 노력하는 연애인 거 같아,힘들면 잠시 놓는것도 방법이에요.,2
혼자 썸타는 기분이야.,직접적이든 간접적이든 의사를 확실히 밝혀보세요.,2
혼자 좋아하는 것 같아,외로운 상태인 거 같아요.,2
나만 좋아하는 것 같아,적극적으로 꼬셔보세요.,2
혼자 좋아하는 이야기 들어 볼래요?,손수건 준비할게요.,2
혼자 좋아하는 이야기.,힘들겠지만 제게 말해보세요.,2
혼자 좋아하는게 이렇게 힘든 적은 처음이에요.,사랑은 더 잘하게 되지 않고 다시 영에서 시작하니 모두 처음이겠죠.,2
혼자가 편하다는 짝남에게 먼저 대쉬해버림.,거절의 뜻은 아니었나요.,2
혼자가 편하다는 짝녀에게 들이댔음.,혼자가 편하다는 것이 거절의 뜻은 아니었을까요.,2
혼자만 설레고 혼자서 끝내는 짝사랑 그만할래.,맘고생 많았어요.,2
화이트데이에 고백할까요?,선물을 주면서 솔직하고 당당하게 고백해보세요.,2
화장 안했는데 썸남이 영통 걸었어. 어떡해?,화장실 불빛으로 좀 멀리 가리고 해보세요.,2
확실히 날 좋아하는 걸 아는 남자랑 친구가 될 수 있을까?,그 사람을 위해서는 그러면 안돼요.,2
확실히 좋아하는 데도 관심 있는거 티 안내려고 선톡 안하고 일부러 늦게 보내고 그러는 사람도 있어요?,많이 있어요.,2
홧김에 짝남한테 고백했다.,화끈하시네요.,2
회사 짝남 오빠 게임 초대 톡 옴.,설렜을텐데 아쉽겠어요.,2
회사에 좋아하는 남자가 생겼어 어떡하지?,사랑하기 힘든 관계인가봐요.,2
회사에서 어떤 사람이랑 자꾸 눈 마추쳐.,눈 마주치는 게 우연인지 잘 살펴 보세요.,2
회식 중이라고 하는데 연락이 안돼.,정신 없이 바쁠지도 몰라요. 조금만 더 기다려보고 물어보는게 좋을 것 같아요.,2
회식하는데 나만 챙겨줘. 썸임?,호감이 있을 수도 있어요. 그렇지만 조금 더 상황을 지켜보세요.,2
후회 없이 사랑하고 싶어,진심으로 다가가 보세요.,2
훔쳐보는 것도 눈치 보임.,티가 나니까 눈치가 보이는 거죠!,2
훔쳐보는 것도 눈치 보임.,훔쳐보는 거 티나나봐요.,2
흑기사 해주는 짝남.,설렜겠어요.,2
힘든 연애 좋은 연애라는게 무슨 차이일까?,잘 헤어질 수 있는 사이 여부인 거 같아요.,2
힘들어서 결혼할까봐,도피성 결혼은 하지 않길 바라요.,2
여자애 혼자 여행을 간다니 걱정을 많이 했는데 다행히 건강하게 돌아와서 기뻐.,무사히 돌아온 따님에게 어떻게 해주고 싶으세요?,2
우리 딸이 결혼을 못 할까 봐 말도 못 하고 걱정했는데 이제는 아주 기쁘네.,걱정이 해결되어 기뻐하고 계시네요. 어떤 점이 가장 기쁘신가요?,2
다 그런 건 아니지만 군대에서 사고도 당한다는 데 이제 안심할 수 있겠어.,이제 아드님을 위해 어떤 것을 해주고 싶으세요?,2
잘 알지도 못하면서 거짓 정보를 줘서 정말 불안했거든.,불안이 해결되어서 정말 기쁘시겠어요.,2
그러게 처음에는 너무 놀랐는데 타박상 정도만 입어서 다행이야.,따님을 위해서 어떤 것을 해주고 싶으세요?,2
정말 내가 볼 때는 너무 형편없어 보였거든. 아니나 다를까 딸이 잘못 봤다고 하더라고.,앞으로 이런 일이 있으면 어떻게 대처하면 될까요?,2
아직 늙지도 않았는데 집에서 놀고만 있는 게 얼마나 보기 싫었는데 이제 너무 좋아.,좋은 감정으로 오늘은 어떤 일을 하고 싶으세요?,2
너무 좋지. 어려운 수술이라고 했었는데 잘 되었대.,수술 후에는 어떻게 관리하면 좋을까요?,2
갑자기 없으니까 너무 허전하고 걱정이 되었는데 잘 지낸다고 하니 안심이 돼.,떠나있는 아들을 위해서 어떤 것을 해주고 싶으세요?,2
얘들이 그래도 정도 많고 잘 도와주면서 지내는 것을 보니 기분이 아주 좋아.,아드님과 친구들이 계속해서 좋은 관계를 유지하면 좋겠어요.,2
아빠가 힘들게 일하시다가 오셨으니 최고의 휴식을 취할 수 있게 해드릴 거야.,어떻게 하면 아버지에게 최고의 휴식을 드릴 수 있을까요?,2
아빠한테 선물을 받았으니 나도 좋은 것은 아니지만 보답을 해드리고 싶어.,어떤 선물로 보답할지 생각해 두신 게 있나요?,2
사고 싶은 게 있어서 용돈을 모으려고 하는데 엄마한테 맡길까? 내 통장에 넣을까?,어떻게 하시는 걸 가장 원하실까요?,2
누나가 억지로 방 청소 내기를 하자고 한 건데 내가 더 빨리했어.,누나가 억지로 내기를 시켰군요.,2
나에게도 형은 우상이야. 그래서 형에게 축하를 해 주고 싶어.,형에게 축하를 해주고 싶군요. 어떻게 해야 좋을까요?,2
매번 납품받는 재료를 보면 상태가 아주 좋아서 소비자 신뢰도 같이 올라가거든.,재료의 상태도 좋은데 덤으로 소비자 신뢰까지 같이 올라가서 좋으시겠어요.,2
한 번도 말을 허투루 하는 사람이 아닌 데다가 여러 번 잘 갚아왔거든.,이런 신뢰가 더 유지되려면 어떻게 하면 될까요?,2
여러 번 같이 일을 해봤는데 꼼꼼하고 준비성이 철저해서 같이 일하면 즐거워.,그런 경험으로 신뢰와 즐거움을 가지고 계시군요.,2
자기 것이 아닌 것에는 사람이 욕심이 없더라고.,남의 것에 욕심이 없으니 좀 더 신뢰를 하신다는 거군요.,2
이자만 높으면 위험할 수 있는데 오랫동안 사고가 없어서 더 신뢰가 가지.,이자가 높고 사고가 없어서 더 신뢰를 가지시는 거군요.,2
그 친구가 없었다면 난 너무 외로웠을 거야. 친구에게 정말 고마워.,곁에 누군가가 있다니 다행이에요. 친구에게 고마움을 표시하면 좋을 것 같아요.,2
이제 즐거운 학교생활을 할 수 있을 것 같아. 잘 할 수 있겠지?,어떻게 하면 더 즐거운 학교생활을 할 수 있을까요?,2
앞으로 힘들 때마다 도와주겠다는데 정말 고마워. 나도 도움이 되고 싶어.,그 친구에게 도움이 되려면 어떻게 해야 할까요?,2
맞아. 그리고 이젠 애들이 날 괴롭히지 않아.,선생님의 도움으로 괴롭힘을 더 이상 당하지 않아서 다행이에요.,2
다시 친구가 되어 정말 다행이야. 이제 우울하지 않아.,이제 우울하지 않으셔서 다행이에요.,2
이젠 가해자들이 날 찾아와도 두렵지 않아.,믿고 기댈 수 있는 친구들이 생겨 정말 든든하시겠어요.,2
친구가 간경화에 좋다는 약을 어렵게 구해 오늘 저녁에 주기로 했었어.,그렇군요. 지금 이 상황에서 할 수 있는 일에는 무엇이 있을까요?,2
정말 기뻐. 항상 안 지켜졌었는데 이번엔 믿어도 될 것 같아.,어떤 방법을 통해 믿음을 확신하게 되셨나요?,2
내가 무슨 이야기를 하든 잘 들어주고 위로도 잘 해줘서 정말 고마워.,이야기를 잘 들어주는 남편이 고맙다고 느끼고 계시는군요. 고마움을 표현해 보셨나요?,2
항상 잘 해왔던 아들이기에 내가 믿고 기댈 수 있는 것 같아.,아들을 위하여 어떤 일을 할 수 있을까요?,2
나의 일등 자랑거리라고도 할 수 있지.,자랑스러운 딸에게 해줄 수 있는 무언가가 있을까요?,2
항상 말하지 않아도 자기 할 일을 척척해내는 아들을 칭찬해 줘야겠어.,어떤 칭찬이 해야 아들에게 큰 동기부여가 될까요?,2
후원금이라도 얼마나 고마운지 그게 아니었다면 난 살 수 없었을지도 몰라.,이러한 마음을 어떻게 표현할 수 있을까요?,2
드디어 오늘 모든 대출금을 상환했어.,대출금을 상환해서 지금 매우 기쁘시군요.,2
자식들이 걱정 없이 지원해줘서 마음이 편안해.,자녀분들의 지원으로 마음이 편안하시군요.,2
큰아들도 제대로 공부를 하고 운영하고 있어서 기쁘네.,큰 아들의 성공적인 운영으로 뿌듯하시겠어요.,2
집을 팔았으니 그 돈으로 전원주택으로 이사하려고.,전원 주택으로 이사를 갈 생각이시군요.,2
아내에게 사실을 말하라고 말해야 할지 고민 중이야.,유전자 검사 결과를 말해야 할지 고민 중이시군요. 현명하게 선택하시길 바라요.,2
큰 결심하고 시작한 일인데 잘 안되니까 너무 우울하고 무기력해.,지금의 우울함과 무기력함을 해소할 수 있는 좋은 방법이 없을까요?,2
연금 혜택이 없어진다는 걸 알면 하지 않는 건데 너무 혼란스럽고 당황스러워.,갑작스러운 연금 문제를 해결할 수 있는 방법을 알아보면 좋겠어요.,2
나는 고민이 생기면 전부 형한테 털어놓거든. 잘 들어주는 게 고마워서.,형은 어떤 선물을 좋아할까요?,2
부모님 도움을 받아서 드디어 원하던 곳으로 취업하게 되었거든.,부모님 덕분에 원하는 곳에 취직할 수 있게 되었군요. 축하드려요.,2
새로운 프로젝트를 맡게 되었거든. 바빠도 즐기면서 일을 하는 중이야.,즐기면서 할 수 있는 비법은 무엇인가요?,2
친한 친구를 만났거든.,친구와 보낸 시간이 빠르게 느껴졌군요.,2
내가 너무 좋아하는 선배거든.,그 선배분은 어떤 분인가요?,2
부서 사람들과 단시간에 친해질 수 있어서 너무 좋았어.,부서 사람들은 어떤 분들인가요?,2
소싯적에 우리 가족 먹여 살리려고 정말 고생 많이 했거든.,어떻게 극복하셨나요?,2
기분이 너무 좋아서 오차까지 갔어. 끝엔 기억도 안 나.,무슨 좋은 일 있으셨나요?,2
이번에 상을 받게 되었거든.,상을 받게 되었군요. 자세하게 말씀해 주시겠어요?,2
맞아. 걱정되었는데 싹 사라졌어.,그렇다니 다행이군요. 앞으로는 무슨 계획이신가요?,2
관절염 때문에 일을 못해서 조금 걱정이었는데 훨씬 마음이 나아졌어.,기분이 좋아지셨다니 다행이군요 관절염에 대해선 앞으로 어떻게 하실 건가요?,2
세입자들을 배려해서 한 거야. 다 먹고 살아야지.,배려하시는 마음씨가 정말 멋있으세요. 앞으론 어떻게 하실 건가요?,2
